sausage,other,vegetables,sliced,cheese,rolls/buns,coffee,soda,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus,fruit,tropical,fruit,grapes,other,vegetables,packaged,fruit/vegetables,butter,curd,butter,milk,yogurt,brown,bread,flour,fruit/vegetable,juice,waffles,candy,shopping,bags,,,,,,,,,,,,,,,,
finished,products,misc.,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,pip,fruit,herbs,other,vegetables,butter,rolls/buns,white,bread,oil,canned,fish,soda,,,,,,,,,,,,,,,,,,,,,,,,
meat,other,vegetables,pickled,vegetables,coffee,Ginger,powder,long,life,bakery,product,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical,fruit,berries,other,vegetables,dessert,frozen,fish,frozen,potato,products,red/blush,wine,seasonal,products,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,hard,cheese,frozen,vegetables,fruit/vegetable,juice,long,life,bakery,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,sausage,rolls/buns,brown,bread,soda,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red/blush,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus,fruit,tropical,fruit,other,vegetables,whole,milk,yogurt,rolls/buns,bottled,water,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slicesburger,meat,other,vegetables,hard,cheese,frozen,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,Powedered,honny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white,bread,soda,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled,water,misc.,beverages,cooking,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip,fruit,whole,milk,potato,products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled,water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,curd,yogurt,curd,cheese,margarine,cleaner,hygiene,articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,Frozen,beef,slices,tropical,fruit,whole,milk,butter,processed,cheese,rolls/buns,potato,products,rice,margarine,cereals,cat,food,fruit/vegetable,juice,Pepsi,chocolate,napkins,,,,,,,,,,,,,,,,
Halawa,sausage,whole,milk,rolls/buns,oil,cocoa,drinks,kitchen,towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,pip,fruit,other,vegetables,whole,milk,butter,yogurt,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,brown,bread,flower,(seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic,eggs,misc.,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,cat,food,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slicesburger,meat,onions,whole,milk,frozen,vegetables,bottled,water,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whole,milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished,products,other,vegetables,long,life,bakery,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,whole,milk,domestic,eggs,tea,bottled,water,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,dessert,sugar,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cling,film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,whole,milk,butter,milk,whipped/sour,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,packaged,fruit/vegetables,whole,milk,ice,cream,fruit/vegetable,juice,salty,snack,specialty,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,pickled,vegetables,Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,specialty,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi,seasonal,products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole,milk,rolls/buns,coffee,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,onions,butter,milk,spices,soups,soda,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen,fish,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,citrus,fruit,grapes,root,vegetables,whole,milk,ready,soups,pot,plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,citrus,fruit,root,vegetables,whole,milk,dessert,yogurt,waffles,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,other,vegetables,hygiene,articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,beef,other,vegetables,cream,cheese,domestic,eggs,baking,powder,salty,snack,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,other,vegetables,yogurt,spread,cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slicesburger,meat,whipped/sour,cream,cream,cheese,rolls/buns,pasta,canned,fish,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,Frozen,beef,slicesburger,meat,pip,fruit,grapes,root,vegetables,other,vegetables,whole,milk,yogurt,cream,cheese,frozen,dessert,sugar,meat,spreads,soda,fruit/vegetable,juice,,,,,,,,,,,,,,,
tropical,fruit,pip,fruit,whole,milk,rolls/buns,pastry,fruit/vegetable,juice,salty,snack,detergent,make,up,remover,,,,,,,,,,,,,,,,,,,,,,,,
soda,syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,citrus,fruit,other,vegetables,domestic,eggs,margarine,Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,UHT-milk,flour,flower,(seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,root,vegetables,other,vegetables,butter,milk,yogurt,mayonnaise,zwieback,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,pip,fruit,whole,milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,bottled,water,rum,red/blush,wine,long,life,bakery,product,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,Frozen,beef,slicesburger,meat,pip,fruit,berries,other,vegetables,whole,milk,dessert,butter,milk,UHT-milk,domestic,eggs,salty,snack,,,,,,,,,,,,,,,,,,,
dessert,frozen,potato,products,specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whole,milk,frozen,potato,products,brown,bread,semi-finished,bread,salt,canned,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,Martadella,Frozen,beef,slicesburger,meat,tropical,fruit,pip,fruit,whole,milk,yogurt,sliced,cheese,frozen,vegetables,white,bread,dog,food,coffee,bottled,water,fruit/vegetable,juice,long,life,bakery,product,specialty,chocolate,specialty,bar,chocolate,marshmallow,hygiene,articles,pot,plants
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,whole,milk,domestic,eggs,rolls/buns,margarine,bottled,water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whole,milk,flour,baking,powder,dog,food,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,pip,fruit,other,vegetables,frozen,vegetables,ice,cream,brown,bread,pastry,flour,pickled,vegetables,coffee,soda,misc.,beverages,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,
whole,milk,pastry,bottled,water,hygiene,articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole,milk,curd,cat,food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,sausage,curd,whipped/sour,cream,frozen,vegetables,jam,long,life,bakery,product,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled,water,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,zwieback,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole,milk,rolls/buns,coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,brown,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slicesburger,meat,grapes,whole,milk,pastry,pasta,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus,fruit,berries,other,vegetables,whole,milk,yogurt,whipped/sour,cream,cream,cheese,frozen,vegetables,domestic,eggs,pastry,margarine,soups,canned,fish,chocolate,candy,napkins,,,,,,,,,,,,,,,
root,vegetables,other,vegetables,whole,milk,curd,cream,cheese,domestic,eggs,misc.,beverages,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,rolls/buns,prosecco,seasonal,products,pot,plants,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,domestic,eggs,pastry,long,life,bakery,product,waffles,specialty,chocolate,dishes,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,whole,milk,white,bread,brown,bread,misc.,beverages,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,finished,products,whipped/sour,cream,hard,cheese,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,other,vegetables,butter,brown,bread,baking,powder,bottled,water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus,fruit,root,vegetables,whole,milk,rolls/buns,pastry,coffee,seasonal,products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slicesburger,meat,hard,cheese,frozen,vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished,products,dessert,pastry,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,rolls/buns,pastry,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root,vegetables,soda,Pepsi,salty,snack,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,Canned,Pepsi,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus,fruit,berries,whipped/sour,cream,rolls/buns,Canned,Pepsi,specialty,bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged,fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus,fruit,root,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,female,sanitary,products,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,cake,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,citrus,fruit,pip,fruit,butter,milk,beverages,frozen,meals,brown,bread,pickled,vegetables,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,instant,coffee,fruit/vegetable,juice,Canned,Pepsi,chocolate,candy,house,keeping,products,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,
candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,soda,cake,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whole,milk,frozen,vegetables,frozen,dessert,soups,soda,napkins,flower,(seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,citrus,fruit,tropical,fruit,spread,cheese,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,tropical,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whipped/sour,cream,condensed,milk,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,berries,root,vegetables,whole,milk,butter,yogurt,whipped/sour,cream,sliced,cheese,hard,cheese,specialty,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,
beef,Frozen,beef,slicesburger,meat,pip,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red/blush,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,tropical,fruit,whole,milk,pastry,margarine,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,beef,semi-finished,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,onions,soft,cheese,white,bread,pastry,salt,chocolate,newspapers,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,root,vegetables,whole,milk,butter,milk,rolls/buns,soda,dish,cleaner,baby,cosmetics,kitchen,towels,,,,,,,,,,,,,,,,,,,,,,,,,
dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen,meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,grapes,spread,cheese,ice,cream,frozen,potato,products,white,bread,oil,pudding,powder,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,dessert,yogurt,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,cat,food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whole,milk,specialty,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,cream,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,other,vegetables,whole,milk,yogurt,cream,cheese,brown,bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,dessert,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginger,powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,pip,fruit,berries,other,vegetables,dessert,yogurt,frozen,vegetables,frozen,meals,brown,bread,semi-finished,bread,ketchup,spices,ready,soups,soda,Canned,Pepsi,popcorn,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,whole,milk,rolls/buns,sugar,baking,powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,root,vegetables,onions,other,vegetables,whole,milk,butter,frozen,vegetables,domestic,eggs,rolls/buns,Pepsi,Canned,Pepsi,napkins,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,root,vegetables,other,vegetables,coffee,Ginger,powder,chocolate,candy,seasonal,products,flower,(seeds),shopping,bags,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slicesburger,meat,margarine,soda,bathroom,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whipped/sour,cream,specialty,cheese,domestic,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical,fruit,butter,frozen,meals,pasta,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,soft,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,whole,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,Martadella,beef,tropical,fruit,root,vegetables,other,vegetables,butter,rolls/buns,pastry,coffee,fruit/vegetable,juice,chocolate,hygiene,articles,newspapers,,,,,,,,,,,,,,,,,,,,,
sausage,bottled,water,red/blush,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white,bread,Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,long,life,bakery,product,candy,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
softener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus,fruit,root,vegetables,onions,curd,hard,cheese,rolls/buns,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,whole,milk,yogurt,rolls/buns,brown,bread,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,other,vegetables,whole,milk,fruit/vegetable,juice,long,life,bakery,product,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole,milk,yogurt,whipped/sour,cream,pastry,fruit/vegetable,juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,beef,other,vegetables,whole,milk,yogurt,margarine,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice,cream,sugar,coffee,bottled,water,soda,fruit/vegetable,juice,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,domestic,eggs,white,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,berries,other,vegetables,whole,milk,dessert,whipped/sour,cream,cream,cheese,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,citrus,fruit,whole,milk,domestic,eggs,oil,Canned,honey,specialty,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole,milk,frozen,dessert,mustard,jam,bottled,water,hygiene,articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream,cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,frozen,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powedered,honny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty,snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,soda,specialty,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,whole,milk,domestic,eggs,brown,bread,soda,Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,pastry,flour,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other,vegetables,hard,cheese,frozen,meals,bottled,water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,other,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,tropical,fruit,other,vegetables,whole,milk,butter,frozen,meals,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled,water,Canned,Pepsi,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream,cheese,coffee,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,chocolate,specialty,bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,yogurt,rolls/buns,soda,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,yogurt,UHT-milk,cream,cheese,processed,cheese,white,bread,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene,articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,root,vegetables,other,vegetables,whole,milk,butter,whipped/sour,cream,processed,cheese,domestic,eggs,rolls/buns,white,bread,pastry,jam,soda,waffles,candy,napkins,,,,,,,,,,,,,,,,,
flower,soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white,bread,flour,oil,sugar,coffee,bottled,water,salty,snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus,fruit,tropical,fruit,other,vegetables,tidbits,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,frozen,meals,soda,napkins,kitchen,towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,other,vegetables,butter,domestic,eggs,bottled,water,soda,misc.,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
light,bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,root,vegetables,herbs,other,vegetables,whole,milk,curd,cream,cheese,cereals,long,life,bakery,product,waffles,shopping,bags,,,,,,,,,,,,,,,,,,,,,
berries,other,vegetables,yogurt,whipped/sour,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,beef,onions,yogurt,UHT-milk,frozen,fish,rolls/buns,margarine,sugar,salty,snack,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,berries,butter,butter,milk,yogurt,sliced,cheese,frozen,vegetables,frozen,chicken,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whole,milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,onions,whipped/sour,cream,hard,cheese,Pepsi,hygiene,articles,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,onions,other,vegetables,butter,dessert,beverages,UHT-milk,specialty,cheese,frozen,vegetables,rolls/buns,coffee,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned,fish,fruit/vegetable,juice,make,up,remover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,other,vegetables,domestic,eggs,sugar,instant,coffee,bottled,water,soda,Pepsi,red/blush,wine,waffles,specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,
sausage,whole,milk,yogurt,hard,cheese,domestic,eggs,brown,bread,salty,snack,waffles,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,dessert,yogurt,cream,cheese,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,Frozen,beef,slicesburger,meat,other,vegetables,rolls/buns,pasta,Instant,food,products,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,
