TID	Product1	Product2	Product3	Product4	Product5	Product6	Product7	Product8	Product9	Product10	Product11	Product12	Product13	Product14	Product15	Product16	Product17	Product18	Product19	Product20	Product21	Product22	Product23	Product24	Product25	Product26	Product27	Product28	Product29	Product30	Product31	Product32
496	beef	root vegetables	other vegetables	butter	yogurt	rolls/buns	flour																									
497	packaged fruit/vegetables	brown bread	Canned Pepsi																													
498	Martadella	other vegetables	frozen vegetables	hygiene articles																												
499	pip fruit	root vegetables	sugar	coffee	Pepsi																											
500	pet care	bottled water	misc. beverages	shopping bags																												
501	chocolate																															
502	dessert																															
503	bottled water	long life bakery product																														
504	whole milk	Pepsi																														
505	whole milk	yogurt	frozen potato products	margarine	bottled water	fruit/vegetable juice	salty snack																									
506	chicken	tropical fruit	yogurt																													
507	brown bread	chocolate																														
508	soda																															
509	frozen dessert	bottled water	soda	Pepsi																												
510	chicken	beef	yogurt	rolls/buns	newspapers																											
511	yogurt	frozen fish	ice cream																													
512	Halawa	Frozen beef slices	root vegetables	onions	whole milk	yogurt	rolls/buns	white bread	brown bread	margarine																						
513	Martadella	Canned Pepsi																														
514	citrus fruit	soda																														
515	pip fruit	Canned Pepsi	Powedered honny																													
516	cookware																															
517	other vegetables	butter milk	frozen fish	salty snack																												
518	seasonal products																															
519	rolls/buns																															
520	Halawa	root vegetables	whole milk	frozen vegetables	coffee	soda	long life bakery product	napkins	house keeping products	newspapers	shopping bags																					
521	mayonnaise																															
522	vinegar	oil																														
523	rolls/buns																															
524	tropical fruit	whole milk	butter milk	cereals	fruit/vegetable juice	long life bakery product	chocolate	cleaner	newspapers																							
525	rolls/buns																															
526	tropical fruit	pip fruit	berries	whole milk	frozen potato products	rolls/buns	pickled vegetables	chocolate																								
527	butter milk																															
528	whole milk	frozen meals	pastry	fruit/vegetable juice	waffles																											
529	other vegetables	whole milk	brown bread	Canned Pepsi																												
530	yogurt	UHT-milk	frozen vegetables	pastry	potato products	soda	shopping bags																									
531	grapes	salty snack																														
532	root vegetables	whole milk	detergent																													
533	citrus fruit	baking powder	sweet spreads	nut snack																												
534	pip fruit	curd	margarine	baking powder																												
535	Halawa	citrus fruit	rolls/buns	soda																												
536	onions	whole milk	dessert	domestic eggs	rolls/buns	white bread	coffee	bottled water																								
537	chicken	beef	root vegetables	other vegetables	whole milk	whipped/sour cream	pasta	soda																								
538	pip fruit	soda	cake bar	specialty chocolate																												
539	meat	chicken	berries	yogurt	whipped/sour cream	cream cheese 	mayonnaise	brown bread	long life bakery product																							
540	margarine	long life bakery product	candles																													
541	pastry																															
542	Martadella																															
543	rolls/buns	newspapers																														
544	domestic eggs	candy																														
545	sausage	whole milk	whipped/sour cream	pasta	pet care	fruit/vegetable juice																										
546	curd	yogurt	domestic eggs	white bread	instant coffee	long life bakery product																										
547	tropical fruit	other vegetables																														
548	Canned Pepsi																															
549	whipped/sour cream	frozen vegetables	flour	flower (seeds)																												
550	beef	berries	yogurt	whipped/sour cream																												
