TID	Product1	Product2	Product3	Product4	Product5	Product6	Product7	Product8	Product9	Product10	Product11	Product12	Product13	Product14	Product15	Product16	Product17	Product18	Product19	Product20	Product21	Product22	Product23	Product24	Product25	Product26	Product27	Product28	Product29	Product30	Product31	Product32
496	Frozen beef slicesburger meat	pip fruit	root vegetables	other vegetables	whole milk	curd	domestic eggs	salt	vinegar	oil	margarine	spices	coffee	Pepsi	newspapers																	
497	newspapers																															
498	meat	root vegetables	whole milk	yogurt	whipped/sour cream	domestic eggs	seasonal products	shopping bags																								
499	citrus fruit	tropical fruit	whole milk	curd	yogurt	domestic eggs	bottled water	soda	shopping bags																							
500	Pepsi	Ginger powder	red/blush wine																													
501	rolls/buns	Pepsi	hygiene articles																													
502	pip fruit	whole milk	coffee	bottled water	fruit/vegetable juice	Pepsi																										
503	pip fruit	other vegetables	whole milk	whipped/sour cream	coffee																											
504	tropical fruit	whole milk	chocolate	newspapers																												
505	spread cheese																															
506	packaged fruit/vegetables	fruit/vegetable juice	salty snack																													
507	yogurt	brown bread	margarine	napkins																												
508	frozen meals	soda	specialty chocolate																													
509	beef	yogurt	margarine																													
510	soda	Canned Pepsi																														
511	Martadella	whole milk	butter	yogurt	soft cheese	cream cheese 	coffee	pot plants																								
512	salty snack																															
513	Halawa	root vegetables	whipped/sour cream	rolls/buns	roll products 	salt	shopping bags																									
514	ice cream																															
515	pip fruit	whole milk	curd	yogurt	whipped/sour cream	rolls/buns	oil	margarine	mustard	candles	newspapers																					
516	sausage	whole milk	curd	butter milk	whipped/sour cream																											
517	white bread																															
518	coffee	bottled water	chocolate marshmallow																													
519	whole milk	cake bar																														
520	whole milk	whipped/sour cream	hard cheese	rolls/buns	semi-finished bread	pet care	newspapers																									
521	soda																															
522	Frozen beef slicesburger meat	other vegetables	sauces	soda	salty snack	newspapers																										
523	pastry	house keeping products																														
524	grapes	brown bread																														
525	brown bread	pastry	long life bakery product																													
526	rolls/buns																															
527	prosecco	hygiene articles	pot plants																													
528	whole milk	butter	sugar	coffee																												
529	sliced cheese	rolls/buns																														
530	cream cheese 	spread cheese	rolls/buns																													
531	whole milk																															
532	flour	bottled water	chocolate	specialty chocolate																												
533	Pepsi																															
534	turkey	citrus fruit	pip fruit	herbs	butter	frozen vegetables	brown bread	semi-finished bread																								
535	citrus fruit	tropical fruit	whole milk	yogurt	whipped/sour cream	preservation products																										
536	beverages	waffles																														
537	Martadella	other vegetables	chewing gum	napkins	dishes																											
538	pip fruit	whole milk	yogurt	specialty cheese	domestic eggs	salty snack	photo/film																									
539	pastry	soda																														
540	UHT-milk																															
541	Frozen beef slicesburger meat	packaged fruit/vegetables	whole milk	curd	yogurt	pastry																										
542	frozen fruits	soda	specialty bar																													
543	white bread	Pepsi	newspapers																													
544	yogurt	rolls/buns	pastry	bottled water	soda	shopping bags																										
545	frozen dessert	pastry	semi-finished bread	vinegar	coffee																											
546	tropical fruit																															
547	Martadella	beef	root vegetables	other vegetables	whole milk	domestic eggs	rice	sugar	fruit/vegetable juice	Pepsi	abrasive cleaner	soap	newspapers																			
548	pip fruit	napkins																														
549	tropical fruit	frozen dessert																														
550	berries	white bread																														
